,target,plat,recette
4234,"pâtes,riz,semoule",pâtes forestières,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4235,"pâtes,riz,semoule",riz au boudin antillais,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4236,"pâtes,riz,semoule",cannelloni aux épinards et à la ricotta,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4237,"pâtes,riz,semoule",risotto aux poireaux facile,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4238,"pâtes,riz,semoule",riz à la chair à saucisse et tomates,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4239,"pâtes,riz,semoule",gratin de macaronis au gruyère et au jambon fumé de ma grand-mère,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4240,"pâtes,riz,semoule",torsades au curry et ses petits morceaux de nuggets ,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4241,"pâtes,riz,semoule",pâtes farcies à la viande,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4242,"pâtes,riz,semoule",pâtes mafaldine au basilic et calamars,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4243,"pâtes,riz,semoule",poulet crémeux aux champignons et riz,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4244,"pâtes,riz,semoule",gratin de pâtes à la crème de gruyère,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4245,"pâtes,riz,semoule",riz au gras (afrique),"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4246,"pâtes,riz,semoule",gratin de pâtes à la béchamel de lina,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4247,"pâtes,riz,semoule","courge butternut farcie au saumon, quinoa et riz rouge","farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4248,œufs,briochettes aux oeufs brouillés et au saumon,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4249,œufs,couronne d'oeufs brouillés au saumon fumé,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4250,œufs,crêpe-omelette pour enfants,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4251,œufs,crêpes aux oeufs brouillés au jambon,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4252,œufs,oeuf poché sur pain,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4253,œufs,oeufs brouillés tomates,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4254,œufs,oeufs pochés aux courgettes et au curry,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4255,œufs,omelette à la russe,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4256,œufs,omelette au kiri et lardons,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4257,œufs,omelette aux courgettes,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4258,œufs,omelette aux courgettes et à la menthe,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4259,œufs,omelette carbonara,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4260,œufs,"omelette carottes, poireaux et paprika","farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4261,œufs,omelette champignons/ fromage râpé et champignons au curry,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4262,œufs,omelette complète,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4263,œufs,omelette des 4 saisons,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4264,œufs,omelette orientale aux légumes,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4265,œufs,restes de nachos : l'omelette mexicaine,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4266,œufs,rouleau de jambon aux oeufs brouillés,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4267,œufs,soupe au poireau et son oeuf poché,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4268,œufs,tortilla catalane,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4269,œufs,tortilla de patata (españa - espagne),"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4270,œufs,tortilla légère et rapide,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4271,œufs,tortillas au chorizo et aux pois gourmands,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4272,œufs,tortillas au lard et aux oignons,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4273,œufs,tortillas españolas,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4274,œufs,la tortilla espagnole de lulu,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4275,œufs,les oeufs brouillés de gilbert benhouda,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4276,œufs,mich-mach : omelette bulgare ,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4277,œufs,mini bricks aux oeufs brouillés et à la truite,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4278,fruitsdemer,langoustines sauce crémeuse au curry,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4279,fruitsdemer,papillotes de gambas géantes,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4280,fruitsdemer,saint jacques aux amandes et crème de persil,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4281,fruitsdemer,encornets farcis aux crevettes,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4282,fruitsdemer,brochettes de saint jacques au chorizo,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4283,fruitsdemer,colin aux petites crevettes pour cookeo,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4284,fruitsdemer,gratin de moules persillées,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4285,fruitsdemer,pommes de terre de noirmoutier « alle vongole »,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4286,fruitsdemer,moules au vin blanc et à la tomate,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4287,fruitsdemer,noix de pétoncles ou st jacques express au cognac,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4288,fruitsdemer,flan aux moules,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4289,fruitsdemer,moules à la vendéenne,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4290,fruitsdemer,feuilleté de noix de saint jacques au fondant de poireaux,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4291,fruitsdemer,"mini-verrines apéritives saumon, crevettes et oeufs de poisson","farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4292,fruitsdemer,saint jacques à la mandarine,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4293,fruitsdemer,moules farcies à la sétoise à la façon d'armande,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4294,fruitsdemer,quiche aux noix de saint-jacques et petits légumes,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4295,fruitsdemer,brochettes de saint jacques au lard,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4296,fruitsdemer,crevettes au mascarpone,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4297,fruitsdemer,queues de langouste à l'américaine façon grand chef,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4298,fruitsdemer,saint-jacques aux échalotes,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4299,fruitsdemer,coquilles saint jacques aux girolles,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4300,fruitsdemer,quiche aux moules,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4301,fruitsdemer,brochettes de crevettes marinées au curry,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4302,fruitsdemer,crevettes au four facile,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4303,fruitsdemer,"huîtres gratinées à l'emmental, persil et ail","farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4304,fruitsdemer,poulet aux écrevisses rapide,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4305,fruitsdemer,saint-jacques à la vanille,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4306,fruitsdemer,cake au crabe,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4307,fruitsdemer,chipirons au chorizo et piment d'espelette,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4308,dessertauchocolat,tarte framboise poire et chocolat en croûte d'amande,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4309,dessertauchocolat,tarte soleil beurre de cacahuètes et chocolat,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4310,dessertauchocolat,tartelettes frangipane et chocolat,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4311,dessertauchocolat,"verrine mousse de chocolat, poire et petits beurres","farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4312,dessertauchocolat,mousse de chocolat blanc nappée de sauce choco amer,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4313,dessertauchocolat,suprême au chocolat et à la crème au citron,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4314,dessertauchocolat,tarte au chocolat rapide,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4315,dessertauchocolat,tarte croquante au chocolat et à l'orange,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4316,dessertauchocolat,tartelettes chocolat blanc framboise,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4317,dessertauchocolat,breizh profiteroles,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4318,dessertauchocolat,charlotte au chocolat nestlé dessert®,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4319,dessertauchocolat,crème chocolat moka,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4320,dessertauchocolat,cupcakes avec crème au chocolat,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4321,dessertauchocolat,gâteau au chocolat surmonté d'une crème carambar et d'un glaçage...,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4322,dessertauchocolat,"mousse au chocolat ""125 g""","farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4323,dessertauchocolat,mousse riche en chocolat blanc,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4324,dessertauchocolat,tarte au chocolat à la parisienne,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4325,dessertauchocolat,tarte au chocolat et écorces d'orange confites,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4326,dessertauchocolat,tarte chicorée chocolat,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4327,dessertauchocolat,tarte chocolat - cookies,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4328,dessertauchocolat,tarte chocolat et ananas,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4329,dessertauchocolat,tarte chocolat noir et m&m's,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4330,dessertauchocolat,tarte feuilletée chocolat coco,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4331,dessertauchocolat,tarte mangue et chocolat,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4332,dessertauchocolat,tarte soufflée au chocolat,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4333,dessertauchocolat,tarte tatin banane chocolat,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4334,dessertauchocolat,tartelette mangue chocolat,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4335,dessertauchocolat,tartelettes chocolat-orange,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4336,dessertauchocolat,trio de chocolats en mousse,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4337,dessertauchocolat,mousse au chocolat banane sans œuf,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4338,gâteau,gâteau au yaourt au cookeo,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4339,gâteau,12 petits fondants au chocolat,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4340,gâteau,gâteau ananas-coco super moelleux,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4341,gâteau,moelleux au chocolat vegan,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4342,gâteau,muffins aux framboises,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4343,gâteau,cake de noël aux épices,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4344,gâteau,petits gâteaux de noël de mémé ou bredele de mémé,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4345,gâteau,cake au pavot et au citron,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4346,gâteau,moelleux aux noix,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4347,gâteau,cookies façon levain bakery,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4348,gâteau,gâteau d'anniversaire minnie,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4349,gâteau,financiers aux framboises,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4350,gâteau,gâteau aux pommes sans sucre sans édulcorant,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4351,gâteau,tiramisu framboises spéculoos,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4352,gâteau,speculoos (belgique),"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4353,gâteau,gâteau sablé aux pruneaux,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4354,gâteau,fondant au chocolat et aux noix,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4355,gâteau,macarons verts à la pistache,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4356,gâteau,madeleines faciles au thermomix,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4357,gâteau,gâteau marbré recette de grand-mère au thermomix,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4358,gâteau,financiers à la pistache,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4359,gâteau,biscuits de noël aux épices,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4360,gâteau,fondant chocolat poires,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4361,gâteau,gâteau au yaourt moelleux,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4362,gâteau,gâteau intérieur arc-en-ciel,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4363,gâteau,cake végétalien à la banane,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4364,gâteau,macarons de nancy,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4365,gâteau,brownies au thermomix,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4366,gâteau,cookies à la banane,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4367,gâteau,gâteau au yaourt et aux pommes golden,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4368,crème,crème dessert light à la vanille,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4369,crème,crème glacée au chocolat,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4370,crème,riz au lait sauce carambar,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4371,crème,verrine de crème au chocolat blanc sur lit de prince de lu,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4372,crème,crème caramel à la mexicaine au monsieur cuisine,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4373,crème,crème brûlée à la noix de coco,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4374,crème,crème brûlée parfumée à la fleur d'oranger,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4375,crème,crème dessert d'halloween (au potimarron et à la cannelle),"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4376,crème,pomme au four farcie au riz au lait,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4377,crème,riz au lait caramel intense,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4378,crème,crème anglaise réussie onctueuse à souhait au cooking chef,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4379,crème,crème au chocolat au lait d'avoine,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4380,crème,panna cotta aux pommes - caramel au beurre salé,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4381,crème,panna cotta du chef,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4382,crème,"panna cotta fraises, verveine et hibiscus","farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4383,crème,panna cotta thé matcha et noix de coco,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4384,crème,crème des lutins (au chocolat ),"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4385,crème,gâteau de fête aux noix et crème chantilly,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4386,crème,panna cotta au jasmin au monsieur cuisine,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4387,crème,charlotte d'automne et sa crème anglaise,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4388,crème,crème anglaise au micro-ondes facile,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4389,crème,creme anglaise aux pommes caramélisées,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4390,crème,crème brûlée facile,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4391,crème,crème de yaourt au chocolat et banane,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4392,crème,panacotta light aux fruits rouges,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4393,crème,panna cotta coco délice,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4394,crème,ramequins de crème au chocolat,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4395,crème,riz au lait a l'orange,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4396,crème,riz au lait à la chicorée,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4397,crème,riz au lait caramélisé,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4398,dessertglacé,glace à la pâte d'amande et aux éclats de pralin,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4399,dessertglacé,glace au mascarpone et crème chocolat,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4400,dessertglacé,glace banane papaye (avec sorbetière),"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4401,dessertglacé,glace frite,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4402,dessertglacé,melon au granité de monbazillac par laurent mariotte,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4403,dessertglacé,mousse et granité au bailey's,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4404,dessertglacé,"soupe de fraises à la violette, glace aux amandes","farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4405,dessertglacé,bingsu à la fraise,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4406,dessertglacé,glace au lait de soja et à la banane,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4407,dessertglacé,glace illusion au citron,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4408,dessertglacé,sorbet au vin blanc et romarin,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
4409,dessertglacé,sorbet coco des antilles,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
