target,plat,url
soupe,Velouté de champignons au Cookeo,https://www.marmiton.org/recettes/recette_veloute-de-champignons-au-cookeo_382721.aspx
soupe,Garbure des Pyrénées,https://www.marmiton.org/recettes/recette_garbure-des-pyrenees_313347.aspx
soupe,"Soupe butternut, pomme et épices",https://www.marmiton.org/recettes/recette_soupe-butternut-pomme-et-epices_224257.aspx
soupe,Soupe miso facile,https://www.marmiton.org/recettes/recette_soupe-miso-facile_228623.aspx
soupe,Soupe carottes curry kiri,https://www.marmiton.org/recettes/recette_soupe-carottes-curry-kiri_342838.aspx
soupe,Potage à l'orge des Grisons (Suisse),https://www.marmiton.org/recettes/recette_potage-a-l-orge-des-grisons-suisse_27227.aspx
soupe,"Soupe de Poulet  ""Chicken soup""",https://www.marmiton.org/recettes/recette_soupe-de-poulet-chicken-soup_166275.aspx
soupe,Soupe au pain et à l’ail pour les fins de mois difficiles,https://www.marmiton.org/recettes/recette_soupe-au-pain-et-a-l-ail-pour-les-fins-de-mois-difficiles_69807.aspx
soupe,Soupe Poulet Champignon Bambou (la SPCB),https://www.marmiton.org/recettes/recette_soupe-poulet-champignon-bambou-la-spcb_53457.aspx
soupe,Bouillon  au tapioca économique,https://www.marmiton.org/recettes/recette_bouillon-au-tapioca-economique_16556.aspx
soupe,Velouté d'asperges en bocal,https://www.marmiton.org/recettes/recette_veloute-d-asperges-en-bocal_41189.aspx
soupe,Soupe à la tomate express,https://www.marmiton.org/recettes/recette_soupe-a-la-tomate-express_70859.aspx
soupe,Soupe brocoli carotte,https://www.marmiton.org/recettes/recette_soupe-brocoli-carotte_314428.aspx
soupe,Soupe des prairies (Yayla Corbasi),https://www.marmiton.org/recettes/recette_soupe-des-prairies-yayla-corbasi_64749.aspx
soupe,Soupe de topinambours et rutabagas,https://www.marmiton.org/recettes/recette_soupe-de-topinambours-et-rutabagas_56197.aspx
soupe,Velouté de pommes de terre,https://www.marmiton.org/recettes/recette_veloute-de-pommes-de-terre_29888.aspx
soupe,Stracciatella ( soupe italienne ),https://www.marmiton.org/recettes/recette_stracciatella-soupe-italienne_24248.aspx
soupe,chorba charbo (soupe),https://www.marmiton.org/recettes/recette_chorba-charbo-soupe_40841.aspx
soupe,Soupe à la carotte blanche,https://www.marmiton.org/recettes/recette_soupe-a-la-carotte-blanche_232185.aspx
soupe,"Brochet au court-bouillon, sauce nantaise",https://www.marmiton.org/recettes/recette_brochet-au-court-bouillon-sauce-nantaise_29705.aspx
soupe,Soupe aux légumes des jours de rhume,https://www.marmiton.org/recettes/recette_soupe-aux-legumes-des-jours-de-rhume_36336.aspx
soupe,Soupe de carotte au coriandre rapide,https://www.marmiton.org/recettes/recette_soupe-de-carotte-au-coriandre-rapide_59431.aspx
viande,Lapin au vin blanc,https://www.marmiton.org/recettes/recette_lapin-au-vin-blanc_24048.aspx
viande,Civet de chevreuil,https://www.marmiton.org/recettes/recette_civet-de-chevreuil_11866.aspx
viande,Poulet farci de ma grand-mère,https://www.marmiton.org/recettes/recette_poulet-farci-de-ma-grand-mere_20230.aspx
viande,Chipolatas au four au vin blanc,https://www.marmiton.org/recettes/recette_chipolatas-au-four-au-vin-blanc_30586.aspx
viande,Escalope de dinde à la crème et aux échalotes,https://www.marmiton.org/recettes/recette_escalope-de-dinde-a-la-creme-et-aux-echalotes_68302.aspx
viande,Cailles rôties aux échalotes,https://www.marmiton.org/recettes/recette_cailles-roties-aux-echalotes_19933.aspx
viande,Saucisses fumées aux pommes de terre et sauce douceur,https://www.marmiton.org/recettes/recette_saucisses-fumees-aux-pommes-de-terre-et-sauce-douceur_41230.aspx
viande,Boeuf mijoté façon bourguignon,https://www.marmiton.org/recettes/recette_boeuf-mijote-facon-bourguignon_51728.aspx
viande,Blanquette de veau facile au Thermomix,https://www.marmiton.org/recettes/recette_blanquette-de-veau-facile-au-thermomix_383142.aspx
viande,Escalopes de veau panées,https://www.marmiton.org/recettes/recette_escalopes-de-veau-panees_48719.aspx
viande,Filet mignon de porc en croûte tout simple,https://www.marmiton.org/recettes/recette_filet-mignon-de-porc-en-croute-tout-simple_51838.aspx
viande,Agneau de 7 heures : la meilleure recette,https://www.marmiton.org/recettes/recette_gigot-de-7-heures_81342.aspx
viande,Magret de canard sauce foie gras,https://www.marmiton.org/recettes/recette_magret-de-canard-sauce-foie-gras_70341.aspx
viande,rôti de porc en terrine 'basse température',https://www.marmiton.org/recettes/recette_roti-de-porc-en-terrine-basse-temperature_32278.aspx
viande,Emincés de dinde sauce champignons-crème,https://www.marmiton.org/recettes/recette_eminces-de-dinde-sauce-champignons-creme_167128.aspx
viande,Bouchées de ris de veau aux morilles,https://www.marmiton.org/recettes/recette_bouchees-de-ris-de-veau-aux-morilles_65498.aspx
viande,Filet mignon au barbecue,https://www.marmiton.org/recettes/recette_filet-mignon-au-barbecue_211773.aspx
viande,Boeuf bourguignon facile,https://www.marmiton.org/recettes/recette_boeuf-bourguignon-facile_12920.aspx
viande,Poulet aux morilles et vin blanc,https://www.marmiton.org/recettes/recette_poulet-aux-morilles-et-vin-blanc_25473.aspx
viande,Fricassée de dinde aux tomates et poivrons au Cookeo,https://www.marmiton.org/recettes/recette_fricassee-de-dinde-aux-tomates-et-poivrons-au-cookeo_383287.aspx
viande,Cuisse de dinde facile à la cocotte minute,https://www.marmiton.org/recettes/recette_cuisse-de-dinde-facile-a-la-cocotte-minute_221437.aspx
viande,Paupiettes en cocotte à la créme,https://www.marmiton.org/recettes/recette_paupiettes-en-cocotte-a-la-creme_168114.aspx
viande,Blancs de poulet a la crème et aux champignons,https://www.marmiton.org/recettes/recette_blancs-de-poulet-a-la-creme-et-aux-champignons_20012.aspx
viande,Bricks au poulet et au curry,https://www.marmiton.org/recettes/recette_bricks-au-poulet-et-au-curry_36211.aspx
viande,Langue de porc sauce tomate et cornichons,https://www.marmiton.org/recettes/recette_langue-de-porc-sauce-tomate-et-cornichons_55010.aspx
viande,Filet de chevreuil grand veneur,https://www.marmiton.org/recettes/recette_filet-de-chevreuil-grand-veneur_29169.aspx
viande,Crépinettes de porc rôties aux carottes,https://www.marmiton.org/recettes/recette_crepinettes-de-porc-roties-aux-carottes_371852.aspx
viande,RIS de VEAU AUTHENTIQUE et RAPIDE,https://www.marmiton.org/recettes/recette_ris-de-veau-authentique-et-rapide_81552.aspx
viande,Mijoté de boeuf au Cookeo,https://www.marmiton.org/recettes/recette_mijote-de-boeuf-au-cookeo_383220.aspx
viande,Cuisses de poulet moutarde au four,https://www.marmiton.org/recettes/recette_cuisses-de-poulet-moutarde-au-four_309612.aspx
œufs,Tortilla fine aux lardons en 25 minutes,https://www.marmiton.org/recettes/recette_tortilla-fine-aux-lardons-en-25-minutes_374880.aspx
œufs,Tortillas au chili con carne,https://www.marmiton.org/recettes/recette_tortillas-au-chili-con-carne_44661.aspx
œufs,Croque-monsieur chapeauté d'oeufs brouillés,https://www.marmiton.org/recettes/recette_croque-monsieur-chapeaute-d-oeufs-brouilles_30365.aspx
œufs,Omelette sucrée-salée à la pomme et au jambon cru,https://www.marmiton.org/recettes/recette_omelette-sucre-sale-aux-pommes-et-au-jambon-d-aoste_171253.aspx
œufs,L'omelette indienne,https://www.marmiton.org/recettes/recette_l-omelette-indienne_72048.aspx
œufs,Mini-pizza façon tortillas,https://www.marmiton.org/recettes/recette_mini-pizza-facon-tortillas_347269.aspx
œufs,Omelette au lard et confiture d'airelles (Suède),https://www.marmiton.org/recettes/recette_omelette-au-lard-et-confiture-d-airelles-suede_112860.aspx
œufs,Omelette de millet,https://www.marmiton.org/recettes/recette_omelette-de-millet_313060.aspx
œufs,Omelette épinards-saumon fumé,https://www.marmiton.org/recettes/recette_omelette-epinards-saumon-fume_46567.aspx
œufs,Omelette façon papa au salami,https://www.marmiton.org/recettes/recette_omelette-facon-papa-au-salami_63992.aspx
œufs,Omelette jambon et saucisse de Strasbourg,https://www.marmiton.org/recettes/recette_omelette-jambon-saucisse_224695.aspx
œufs,Omelette parmesan et salami,https://www.marmiton.org/recettes/recette_omelette-parmesan-et-salami_24866.aspx
œufs,Pissenlits aux oeufs pochés,https://www.marmiton.org/recettes/recette_pissenlits-aux-oeufs-poches_69399.aspx
œufs,Roulé d'omelette façon hot dog,https://www.marmiton.org/recettes/recette_roule-d-omelette-facon-hot-dog_254040.aspx
œufs,Tartine Oeuf brouillé et saumon,https://www.marmiton.org/recettes/recette_tartine-oeuf-brouille-et-saumon_315661.aspx
œufs,TORTILLA ESPAGNOLE,https://www.marmiton.org/recettes/recette_tortilla-espagnole_80059.aspx
œufs,Tortillas au poulet,https://www.marmiton.org/recettes/recette_tortillas-au-poulet_27853.aspx
œufs,Oeuf poché sur son nid gourmand,https://www.marmiton.org/recettes/recette_oeuf-poche-sur-son-nid-gourmand_314627.aspx
œufs,Omelette à la cancoillotte,https://www.marmiton.org/recettes/recette_omelette-a-la-cancoillotte_60744.aspx
œufs,Omelette alsacienne,https://www.marmiton.org/recettes/recette_omelette-alsacienne_49821.aspx
œufs,Omelette au bacon,https://www.marmiton.org/recettes/recette_omelette-au-bacon_45717.aspx
œufs,Omelette au fromage et aux choux de Bruxelles,https://www.marmiton.org/recettes/recette_omelette-au-fromage-et-aux-choux-de-bruxelles_529723.aspx
œufs,Omelette aux courgettes et au chèvre,https://www.marmiton.org/recettes/recette_omelette-courgettes-chevre_311793.aspx
œufs,Omelette d'été aux poivrons et lardons,https://www.marmiton.org/recettes/recette_omelette-d-ete-aux-poivrons-et-lardons_228639.aspx
œufs,Omelette soufflée,https://www.marmiton.org/recettes/recette_omelette-soufflee_530579.aspx
œufs,Omelette soufflée de Victor Mercier,https://www.marmiton.org/recettes/recette_omelette-soufflee-de-victor-mercier_392367.aspx
œufs,Omelette sucrée et pommes caramélisées,https://www.marmiton.org/recettes/recette_omelette-sucree-aux-pommes_336066.aspx
œufs,Omelette thon courgette de Nanie,https://www.marmiton.org/recettes/recette_omelette-thon-courgette-de-nanie_229032.aspx
œufs,Brick au jambon façon omelette,https://www.marmiton.org/recettes/recette_brick-au-jambon-facon-omelette_82734.aspx
œufs,"Brick aux oeufs brouillés, lardons et camembert",https://www.marmiton.org/recettes/recette_brick-aux-oeufs-brouille_173691.aspx
platvégétarien,Poêlée béchamel-courgettes délicieuse,https://www.marmiton.org/recettes/recette_poelee-bechamel-courgettes-delicieuse_40553.aspx
platvégétarien,Poêlée de courgettes au chorizo,https://www.marmiton.org/recettes/recette_poelee-de-courgettes-epicee_222774.aspx
platvégétarien,Poêlée de légumes gratinés,https://www.marmiton.org/recettes/recette_poelee-de-legumes-gratines_339832.aspx
platvégétarien,Poêlée de pommes de terre au curry,https://www.marmiton.org/recettes/recette_poelee-de-pommes-de-terre-au-curry_41028.aspx
platvégétarien,aubergine au four,https://www.marmiton.org/recettes/recette_aubergine-au-four_21506.aspx
platvégétarien,Aubergines à la parmesane faciles,https://www.marmiton.org/recettes/recette_aubergines-a-la-parmesane-faciles_15065.aspx
platvégétarien,Aubergines farcies au four d'Hilda,https://www.marmiton.org/recettes/recette_aubergines-farcies-au-four-d-hilda_50078.aspx
platvégétarien,Burger végétarien de Lise,https://www.marmiton.org/recettes/recette_burger-vegetarien_336190.aspx
platvégétarien,Butternut farcie au quinoa et aux noisettes,https://www.marmiton.org/recettes/recette_butternut-farcie-au-quinoa-et-aux-noisettes_529711.aspx
platvégétarien,Chou-fleur à la flamande au Cookeo,https://www.marmiton.org/recettes/recette_chou-fleur-a-la-flamande-au-cookeo_383191.aspx
platvégétarien,Courgettes au curry vite faites,https://www.marmiton.org/recettes/recette_courgettes-au-curry-vite-faites_25767.aspx
platvégétarien,"Courgettes au thon, curry et camembert",https://www.marmiton.org/recettes/recette_courgettes-au-thon-curry-et-camembert_310811.aspx
platvégétarien,Courgettes et poivrons au fromage frais et au curry,https://www.marmiton.org/recettes/recette_courgettes-poivrons-apprecies-par-tous_195715.aspx
platvégétarien,Curry de courgettes au miel et gingembre,https://www.marmiton.org/recettes/recette_curry-de-courgettes-au-miel-et-gingembre_45079.aspx
platvégétarien,Curry de courgettes végétarien,https://www.marmiton.org/recettes/recette_curry-de-courgettes-vegetarien_392608.aspx
platvégétarien,Curry de légumes au pépites de maïs et pois chiche,https://www.marmiton.org/recettes/recette_curry-de-legumes-au-pepites-de-mais-et-pois-chiche_391680.aspx
platvégétarien,Dahl au guacamole,https://www.marmiton.org/recettes/recette_dahl-au-guacamole_53168.aspx
platvégétarien,Dal Bhat (plat indien),https://www.marmiton.org/recettes/recette_dal-bhat-plat-indien_349233.aspx
platvégétarien,Galette aux courgettes et aux tomates,https://www.marmiton.org/recettes/recette_galette-aux-courgettes-et-aux-tomates_16590.aspx
platvégétarien,Galette comtoise (pommes de terre et comté),https://www.marmiton.org/recettes/recette_galette-comtoise-pommes-de-terre-et-comte_43817.aspx
platvégétarien,Galette de blé aux courgettes,https://www.marmiton.org/recettes/recette_galette-de-ble-aux-courgettes_31265.aspx
platvégétarien,Galette de légumes variés,https://www.marmiton.org/recettes/recette_galette-de-legumes-varies_81765.aspx
platvégétarien,Galette de maïs et sauce tomate,https://www.marmiton.org/recettes/recette_galette-de-mais-et-sauce-tomate_94394.aspx
platvégétarien,Galette de pâtes à la sauce tomate,https://www.marmiton.org/recettes/recette_galette-de-pates-a-la-sauce-tomate_26663.aspx
platvégétarien,Galette de pomme de terre,https://www.marmiton.org/recettes/recette_galette-de-pomme-de-terre_29228.aspx
platvégétarien,Galette de pommes de terre au chèvre (spécialité Berrichonne),https://www.marmiton.org/recettes/recette_galette-de-pommes-de-terre-au-chevre-specialite-berrichonne_33131.aspx
platvégétarien,Galette de pommes de terre et poitrine fumée,https://www.marmiton.org/recettes/recette_galette-de-pommes-de-terre-et-poitrine-fumee_56141.aspx
platvégétarien,Galettes à la tomate et au chèvre,https://www.marmiton.org/recettes/recette_galettes-a-la-tomate-et-au-chevre_27580.aspx
platvégétarien,Galettes de courgettes aux escargots,https://www.marmiton.org/recettes/recette_galettes-de-courgettes-aux-escargots_68691.aspx
platvégétarien,Galettes de légumes au boeuf et aux lardons,https://www.marmiton.org/recettes/recette_galettes-de-legumes-au-boeuf-et-aux-lardons_344543.aspx
poisson,Filets de merlan sauce fenouil,https://www.marmiton.org/recettes/recette_filets-de-merlan-sauce-fenouil_45627.aspx
poisson,Pavés de saumon caramélisés,https://www.marmiton.org/recettes/recette_paves-de-saumon-caramelises_71647.aspx
poisson,Saumon entier au four et ses légumes,https://www.marmiton.org/recettes/recette_saumon-entier-au-four-et-ses-legumes_19730.aspx
poisson,Bâtonnets de saumon panés,https://www.marmiton.org/recettes/recette_batonnets-de-saumon-panes_52900.aspx
poisson,Filet de poisson au pesto au four très simple,https://www.marmiton.org/recettes/recette_filet-de-poisson-au-pesto-au-four-tres-simple_311024.aspx
poisson,Filets de sole en sauce au curry,https://www.marmiton.org/recettes/recette_filets-de-sole-en-sauce-au-curry_25027.aspx
poisson,Filets de loup au curry,https://www.marmiton.org/recettes/recette_filets-de-loup-au-curry_69777.aspx
poisson,Pavé de saumon aux épinards en croûte,https://www.marmiton.org/recettes/recette_pave-de-saumon-aux-epinards-en-croute_29990.aspx
poisson,"Dos de cabillaud au chorizo, compotée de mangue",https://www.marmiton.org/recettes/recette_dos-de-cabillaud-au-chorizo-compotee-de-mangue_304823.aspx
poisson,Papillotes de saumon au miel et à la moutarde,https://www.marmiton.org/recettes/recette_papillotes-de-saumon-au-miel-et-a-la-moutarde_72133.aspx
poisson,Poisson en papillote façon Odile,https://www.marmiton.org/recettes/recette_poisson-en-papillote-facon-odile_85928.aspx
poisson,Maquereaux au vin blanc par Laurent Mariotte,https://www.marmiton.org/recettes/recette_maquereaux-au-vin-blanc-par-laurent-mariotte_533667.aspx
poisson,"Lotte au four, sauce crémeuse au poivre vert ",https://www.marmiton.org/recettes/recette_lotte-au-four-sauce-cremeuse-au-poivre-vert_19913.aspx
poisson,Loup en croûte de sel,https://www.marmiton.org/recettes/recette_loup-en-croute-de-sel_15014.aspx
poisson,Papillotes de cabillaud croustillantes,https://www.marmiton.org/recettes/recette_papillotes-de-cabillaud-croustillantes_89135.aspx
poisson,Saumon à l'échalote au Companion,https://www.marmiton.org/recettes/recette_saumon-a-l-echalote-au-companion_383596.aspx
poisson,"Poisson ""plus facile que ça tu meurs""",https://www.marmiton.org/recettes/recette_poisson-plus-facile-que-ca-tu-meurs_223563.aspx
poisson,Filets de merlan aux petits légumes et au vin blanc,https://www.marmiton.org/recettes/recette_filets-de-merlan-aux-petits-legumes-et-au-vin-blanc_29909.aspx
poisson,Filets de sole aux fruits de mer et champignons,https://www.marmiton.org/recettes/recette_filets-de-sole-aux-fruits-de-mer-et-champignons_29717.aspx
poisson,Papillotes de poisson à la banane,https://www.marmiton.org/recettes/recette_papillotes-de-poisson-a-la-banane_66812.aspx
poisson,Filets de saumon aux échalotes et au safran,https://www.marmiton.org/recettes/recette_filets-de-saumon-aux-echalotes-et-au-safran_25975.aspx
poisson,Papillotes de cabillaud carottes et curry,https://www.marmiton.org/recettes/recette_papillotes-de-cabillaud-carottes-et-curry_335416.aspx
poisson,Pavés de Cabillaud pochés au lait de coco et tandoori,https://www.marmiton.org/recettes/recette_paves-de-cabillaud-poches-au-lait-de-coco-et-tandoori_58660.aspx
poisson,Filet de cabillaud à l'anglaise,https://www.marmiton.org/recettes/recette_filet-de-cabillaud-a-l-anglaise_14116.aspx
poisson,Filets de daurade aux citrons confits et paprika,https://www.marmiton.org/recettes/recette_filets-de-daurade-aux-citrons-confits-et-paprika_27840.aspx
poisson,Papillote de saumon et épinards en brick,https://www.marmiton.org/recettes/recette_papillote-de-saumon-et-epinards-en-brick_89303.aspx
poisson,Papillotes de flétan aux légumes d'automne,https://www.marmiton.org/recettes/recette_papillotes-de-fletan-aux-legumes-d-automne_83215.aspx
poisson,Gratin de plie aux champignons,https://www.marmiton.org/recettes/recette_gratin-de-plie-aux-champignons_16017.aspx
poisson,Pavé de poisson tressé,https://www.marmiton.org/recettes/recette_pave-de-poisson-tresse_23415.aspx
poisson,Steaks de thon en croûte de sésame,https://www.marmiton.org/recettes/recette_steak-de-thon-en-croute-de-sesame_212991.aspx
fruitsdemer,gambas flambées au pastis,https://www.marmiton.org/recettes/recette_gambas-flambees-au-pastis_72796.aspx
fruitsdemer,Poulet aux langoustines,https://www.marmiton.org/recettes/recette_poulet-aux-langoustines_36601.aspx
fruitsdemer,Coquille Saint-Jacques pour débutants,https://www.marmiton.org/recettes/recette_coquille-saint-jacques-pour-debutants_67351.aspx
fruitsdemer,"Filets de bar, beurre blanc aux huîtres et Champagne",https://www.marmiton.org/recettes/recette_filet-d-empereur-beurre-blanc-aux-huitres-et-champagne_14857.aspx
fruitsdemer,Cassolette de Saint Jacques à la bisque de homard,https://www.marmiton.org/recettes/recette_cassolette-de-saint-jacques-a-la-bisque-de-homard_64087.aspx
fruitsdemer,Chantilly au curry et au lait de coco pour Saint-Jacques,https://www.marmiton.org/recettes/recette_chantilly-au-curry-et-au-lait-de-coco-pour-saint-jacques_230120.aspx
fruitsdemer,Moules à la bière,https://www.marmiton.org/recettes/recette_moules-a-la-biere_51901.aspx
fruitsdemer,Moules à la catalane,https://www.marmiton.org/recettes/recette_moules-a-la-catalane_12303.aspx
fruitsdemer,Moules à la Sauce Basque,https://www.marmiton.org/recettes/recette_moules-a-la-sauce-basque_42704.aspx
fruitsdemer,Duo Saint Jacques Gambas au curry,https://www.marmiton.org/recettes/recette_duo-saint-jacques-gambas-au-curry_91281.aspx
fruitsdemer,Terrine brocolis crevettes,https://www.marmiton.org/recettes/recette_terrine-brocolis-crevettes_314420.aspx
fruitsdemer,Encornets tièdes au persil en salade,https://www.marmiton.org/recettes/recette_encornets-tiede-au-persil-en-salae_313396.aspx
fruitsdemer,moules froides à ma façon,https://www.marmiton.org/recettes/recette_moules-froides-a-ma-facon_228687.aspx
fruitsdemer,Mousse aux bâtonnets de crabe,https://www.marmiton.org/recettes/recette_mousse-aux-batonnets-de-crabe_39654.aspx
fruitsdemer,Verrine des Îles (crevettes et mangue),https://www.marmiton.org/recettes/recette_verrine-des-iles-crevettes-et-mangue_66917.aspx
fruitsdemer,"Feuilleté de saumon, crevettes et poisson blanc",https://www.marmiton.org/recettes/recette_feuillete-de-saumon_222707.aspx
fruitsdemer,Blanquette de lotte et saint jacques,https://www.marmiton.org/recettes/recette_blanquette-de-lotte-et-saint-jacques_83295.aspx
fruitsdemer,Seiches ou calamars aux coquillettes,https://www.marmiton.org/recettes/recette_seiches-ou-calamars-aux-coquillettes_37635.aspx
fruitsdemer,Billes de tomate et de mozzarella en coque d'avocat,https://www.marmiton.org/recettes/recette_billes-de-tomate-et-de-mozzarella-en-coque-d-avocat_17511.aspx
fruitsdemer,Mousse de crevettes,https://www.marmiton.org/recettes/recette_mousse-de-crevettes_61754.aspx
fruitsdemer,Feuilleté de crevettes,https://www.marmiton.org/recettes/recette_feuillete-de-crevettes_68405.aspx
fruitsdemer,Gambas flambées au cognac,https://www.marmiton.org/recettes/recette_gambas-flambees-au-cognac_29136.aspx
fruitsdemer,Moules à la normande de Dianette,https://www.marmiton.org/recettes/recette_moules-a-la-normande_23107.aspx
fruitsdemer,Noix de Saint Jacques  à la nage,https://www.marmiton.org/recettes/recette_noix-de-saint-jacques-a-la-nage_26397.aspx
fruitsdemer,Petits encornets au chorizo safran et whisky,https://www.marmiton.org/recettes/recette_petits-encornets-au-chorizo-safran-et-whisky_95648.aspx
fruitsdemer,Gambas flambées au whisky rapides,https://www.marmiton.org/recettes/recette_gambas-flambees-au-whisky-rapides_22712.aspx
fruitsdemer,Saint-jacques snackées et ses petits légumes,https://www.marmiton.org/recettes/recette_saint-jacques-snackees-et-ses-petits-legumes_529079.aspx
fruitsdemer,Crevettes caramélisées faciles au wok,https://www.marmiton.org/recettes/recette_crevettes-caramelisees_310749.aspx
fruitsdemer,Verrines de Noix de Saint-Jacques à la vanille,https://www.marmiton.org/recettes/recette_verrines-de-noix-de-saint-jacques-a-la-vanille_72849.aspx
fruitsdemer,Crevettes à l'aigre-douce maison,https://www.marmiton.org/recettes/recette_crevettes-a-l-aigre-douce-maison_26653.aspx
"terrine,pâté",Terrine de l'océan,https://www.marmiton.org/recettes/recette_terrine-de-l-ocean_28310.aspx
"terrine,pâté",Terrine de roquefort aux fruits secs,https://www.marmiton.org/recettes/recette_terrine-de-roquefort-aux-fruits-secs_46121.aspx
"terrine,pâté",Ma terrine de lotte inratable,https://www.marmiton.org/recettes/recette_ma-terrine-de-lotte-inratable_229805.aspx
"terrine,pâté",Pâté aux trois fromages,https://www.marmiton.org/recettes/recette_pate-aux-trois-fromages_50951.aspx
"terrine,pâté",terrine de légumes,https://www.marmiton.org/recettes/recette_terrine-de-legumes_23239.aspx
"terrine,pâté",Terrine de saumon à la bisque de homard,https://www.marmiton.org/recettes/recette_terrine-de-saumon-a-la-bisque-de-homard_48294.aspx
"terrine,pâté",Filet de porc en terrine,https://www.marmiton.org/recettes/recette_filet-de-porc-en-terrine_28344.aspx
"terrine,pâté",Pâté végétal aux oignons,https://www.marmiton.org/recettes/recette_pate-vegetal-oignons_23655.aspx
"terrine,pâté",Terrine de blettes au coulis de tomate,https://www.marmiton.org/recettes/recette_terrine-de-blettes-au-coulis-de-tomate_30987.aspx
"terrine,pâté",Terrine de poireaux au maïs,https://www.marmiton.org/recettes/recette_terrine-de-poireaux-au-mais_348293.aspx
"terrine,pâté",Terrine de poissons ultra simple,https://www.marmiton.org/recettes/recette_terrine-de-poissons-ultra-simple_55686.aspx
"terrine,pâté",Terrine de poulet aux poireaux,https://www.marmiton.org/recettes/recette_terrine-de-poulet-aux-poireaux_46095.aspx
"terrine,pâté",Terrine de saumon au homard,https://www.marmiton.org/recettes/recette_terrine-de-saumon-au-homard_34361.aspx
"terrine,pâté",Terrine de saumon facile,https://www.marmiton.org/recettes/recette_terrine-de-saumon-facile_10969.aspx
"terrine,pâté",Terrine de veau aux petits légumes,https://www.marmiton.org/recettes/recette_terrine-de-veau-aux-petits-legumes_59208.aspx
"terrine,pâté",Terrine lentilles saumon ,https://www.marmiton.org/recettes/recette_terrine-lentilles-saumon_28844.aspx
"terrine,pâté",Pâté de Pâques,https://www.marmiton.org/recettes/recette_pate-de-paques_530453.aspx
"terrine,pâté",Terrine aux légumes nouveaux,https://www.marmiton.org/recettes/recette_terrine-aux-legumes-nouveaux_13189.aspx
"terrine,pâté",Pâté au thon,https://www.marmiton.org/recettes/recette_pate-au-thon_13328.aspx
"terrine,pâté",Pâté de poivrons,https://www.marmiton.org/recettes/recette_pate-de-poivrons_16122.aspx
"terrine,pâté",Pâté de porc aux trompettes de la mort,https://www.marmiton.org/recettes/recette_pate-de-porc-aux-trompettes-de-la-mort_53683.aspx
"terrine,pâté",Terrine de noix de st jacque et poivrons,https://www.marmiton.org/recettes/recette_terrine-de-noix-de-st-jacque-et-poivrons_7656.aspx
"terrine,pâté",Terrine de saumon aux parfums d'agrumes,https://www.marmiton.org/recettes/recette_terrine-de-saumon-aux-parfums-d-agrumes_20522.aspx
"terrine,pâté",Terrine de saumon sauce safranée,https://www.marmiton.org/recettes/recette_terrine-de-saumon-sauce-safranee_56712.aspx
"terrine,pâté",Terrine au chou,https://www.marmiton.org/recettes/recette_terrine-au-chou_31743.aspx
"terrine,pâté",Terrine aux 3 viandes et à la pistache,https://www.marmiton.org/recettes/recette_terrine-aux-3-viandes-et-a-la-pistache_33583.aspx
"terrine,pâté",Terrine aux fromages,https://www.marmiton.org/recettes/recette_terrine-aux-fromages_84140.aspx
"terrine,pâté","Terrine d'aile de raie, carottes et céleri ",https://www.marmiton.org/recettes/recette_terrine-d-aile-de-raie-carottes-et-celeri_231820.aspx
"terrine,pâté",Terrine d'aubergines au coulis de tomates,https://www.marmiton.org/recettes/recette_terrine-d-aubergines-au-coulis-de-tomates_16856.aspx
"terrine,pâté",Terrine de carottes au lard fumé,https://www.marmiton.org/recettes/recette_terrine-de-carottes-au-lard-fume_41549.aspx
apéritifdînatoire,The Cake tomates-feta,https://www.marmiton.org/recettes/recette_the-cake-tomates-feta_65472.aspx
apéritifdînatoire,Verrine de poire au roquefort,https://www.marmiton.org/recettes/recette_verrine-de-poire-au-roquefort_38705.aspx
apéritifdînatoire,Verrines au caviar d'aubergine et mousse de thon,https://www.marmiton.org/recettes/recette_verrines-au-caviar-d-aubergine-et-mousse-de-thon_167114.aspx
apéritifdînatoire,tapenade menteuse à l'artichaut,https://www.marmiton.org/recettes/recette_tapenade-menteuse-a-l-artichaut_72788.aspx
apéritifdînatoire,Toasts de tapenade au jambon cru,https://www.marmiton.org/recettes/recette_toasts-de-tapenade-au-jambon-cru_52878.aspx
apéritifdînatoire,Verrines aux 2 saumons,https://www.marmiton.org/recettes/recette_verrines-aux-2-saumons_334461.aspx
apéritifdînatoire,Cake au thon et feta,https://www.marmiton.org/recettes/recette_cake-au-thon-et-feta_58259.aspx
apéritifdînatoire,Rillette aux deux saumons,https://www.marmiton.org/recettes/recette_rillette-aux-deux-saumons_11739.aspx
apéritifdînatoire,"Verrine chèvre, tomates confites et jambon cru",https://www.marmiton.org/recettes/recette_verrine-chevre-tomates-confites-et-jambon-cru_164488.aspx
apéritifdînatoire,Cuillères apéritives à la crevette (ou verrines),https://www.marmiton.org/recettes/recette_cuilleres-aperitives-a-la-crevette-ou-verrines_170800.aspx
apéritifdînatoire,Idées de verrines apéritives,https://www.marmiton.org/recettes/recette_idees-de-verrines-aperitives_336330.aspx
apéritifdînatoire,Muffins salés à la courge Butternut et Pesto Rouge,https://www.marmiton.org/recettes/recette_muffins-sales-a-la-courge-butternut-et-pesto-rouge_391728.aspx
